Sheet,Cell,Placeholder,Ryaku,Kind,Label
Sheet2,DN21,**[HCV抗体]結果値_1,HCV抗体,結果値_1,C型肝炎検査(HCVAb)
Sheet2,DQ21,**[HCV抗体]HL_2,HCV抗体,HL_2,C型肝炎検査(HCVAb)
Sheet2,DR21,**[HCV抗体]結果値_2,HCV抗体,結果値_2,C型肝炎検査(HCVAb)
Sheet2,DU21,**[HCV抗体]HL_3,HCV抗体,HL_3,C型肝炎検査(HCVAb)
Sheet2,DV21,**[HCV抗体]結果値_3,HCV抗体,結果値_3,C型肝炎検査(HCVAb)
Sheet2,B22,**[くくり有所見7]項目名称所見_1,くくり有所見7,項目名称所見_1,
Sheet2,CA22,**[血色素量]基単,血色素量,基単,ヘモグロビン
Sheet2,CH22,**[血色素量]HL_1,血色素量,HL_1,ヘモグロビン
Sheet2,CI22,**[血色素量]結果値_1,血色素量,結果値_1,ヘモグロビン
Sheet2,CL22,**[血色素量]HL_2,血色素量,HL_2,ヘモグロビン
Sheet2,CM22,**[血色素量]結果値_2,血色素量,結果値_2,ヘモグロビン
Sheet2,CP22,**[血色素量]HL_3,血色素量,HL_3,ヘモグロビン
Sheet2,CQ22,**[血色素量]結果値_3,血色素量,結果値_3,ヘモグロビン
Sheet2,CV22,**[ｱﾐﾗｰｾﾞ]判定_1,ｱﾐﾗｰｾﾞ,判定_1,膵
Sheet2,DF22,**[ｱﾐﾗｰｾﾞ]基単,ｱﾐﾗｰｾﾞ,基単,血中アミラーゼ
Sheet2,DM22,**[ｱﾐﾗｰｾﾞ]HL_1,ｱﾐﾗｰｾﾞ,HL_1,血中アミラーゼ
Sheet2,DN22,**[ｱﾐﾗｰｾﾞ]結果値_1,ｱﾐﾗｰｾﾞ,結果値_1,血中アミラーゼ
Sheet2,DQ22,**[ｱﾐﾗｰｾﾞ]HL_2,ｱﾐﾗｰｾﾞ,HL_2,血中アミラーゼ
Sheet2,DR22,**[ｱﾐﾗｰｾﾞ]結果値_2,ｱﾐﾗｰｾﾞ,結果値_2,血中アミラーゼ
Sheet2,DU22,**[ｱﾐﾗｰｾﾞ]HL_3,ｱﾐﾗｰｾﾞ,HL_3,血中アミラーゼ
Sheet2,DV22,**[ｱﾐﾗｰｾﾞ]結果値_3,ｱﾐﾗｰｾﾞ,結果値_3,血中アミラーゼ
Sheet2,B23,**[くくり有所見8]項目名称所見_1,くくり有所見8,項目名称所見_1,
Sheet2,CA23,**[ﾍﾏﾄｸﾘｯﾄ]基単,ﾍﾏﾄｸﾘｯﾄ,基単,ヘマトクリット
Sheet2,CH23,**[ﾍﾏﾄｸﾘｯﾄ]HL_1,ﾍﾏﾄｸﾘｯﾄ,HL_1,ヘマトクリット
Sheet2,CI23,**[ﾍﾏﾄｸﾘｯﾄ]結果値_1,ﾍﾏﾄｸﾘｯﾄ,結果値_1,ヘマトクリット
Sheet2,CL23,**[ﾍﾏﾄｸﾘｯﾄ]HL_2,ﾍﾏﾄｸﾘｯﾄ,HL_2,ヘマトクリット
Sheet2,CM23,**[ﾍﾏﾄｸﾘｯﾄ]結果値_2,ﾍﾏﾄｸﾘｯﾄ,結果値_2,ヘマトクリット
Sheet2,CP23,**[ﾍﾏﾄｸﾘｯﾄ]HL_3,ﾍﾏﾄｸﾘｯﾄ,HL_3,ヘマトクリット
Sheet2,CQ23,**[ﾍﾏﾄｸﾘｯﾄ]結果値_3,ﾍﾏﾄｸﾘｯﾄ,結果値_3,ヘマトクリット
Sheet2,CV23,**[判定_尿酸]判定_1,判定_尿酸,判定_1,尿酸
Sheet2,DF23,**[尿酸]基単,尿酸,基単,血清尿酸
Sheet2,DM23,**[尿酸]HL_1,尿酸,HL_1,血清尿酸
Sheet2,DN23,**[尿酸]結果値_1,尿酸,結果値_1,血清尿酸
Sheet2,DQ23,**[尿酸]HL_2,尿酸,HL_2,血清尿酸
Sheet2,DR23,**[尿酸]結果値_2,尿酸,結果値_2,血清尿酸
Sheet2,DU23,**[尿酸]HL_3,尿酸,HL_3,血清尿酸
Sheet2,DV23,**[尿酸]結果値_3,尿酸,結果値_3,血清尿酸
Sheet2,B24,**[くくり有所見9]項目名称所見_1,くくり有所見9,項目名称所見_1,
Sheet2,CA24,**[MCV]基単,MCV,基単,ＭＣＶ
Sheet2,CH24,**[MCV]HL_1,MCV,HL_1,ＭＣＶ
Sheet2,CI24,**[MCV]結果値_1,MCV,結果値_1,ＭＣＶ
Sheet2,CL24,**[MCV]HL_2,MCV,HL_2,ＭＣＶ
Sheet2,CM24,**[MCV]結果値_2,MCV,結果値_2,ＭＣＶ
Sheet2,CP24,**[MCV]HL_3,MCV,HL_3,ＭＣＶ
Sheet2,CQ24,**[MCV]結果値_3,MCV,結果値_3,ＭＣＶ
Sheet2,CV24,**[判定_甲状腺検査]判定_1,判定_甲状腺検査,判定_1,甲状腺
Sheet2,DF24,**[FT3]基単,FT3,基単,ＦＴ３
Sheet2,DM24,**[FT3]HL_1,FT3,HL_1,ＦＴ３
Sheet2,DN24,**[FT3]結果値_1,FT3,結果値_1,ＦＴ３
Sheet2,DQ24,**[FT3]HL_2,FT3,HL_2,ＦＴ３
Sheet2,DR24,**[FT3]結果値_2,FT3,結果値_2,ＦＴ３
Sheet2,DU24,**[FT3]HL_3,FT3,HL_3,ＦＴ３
Sheet2,DV24,**[FT3]結果値_3,FT3,結果値_3,ＦＴ３
Sheet2,B25,**[くくり有所見10]項目名称所見_1,くくり有所見10,項目名称所見_1,
Sheet2,CA25,**[MCH]基単,MCH,基単,ＭＣＨ
Sheet2,CH25,**[MCH]HL_1,MCH,HL_1,ＭＣＨ
Sheet2,CI25,**[MCH]結果値_1,MCH,結果値_1,ＭＣＨ
Sheet2,CL25,**[MCH]HL_2,MCH,HL_2,ＭＣＨ
Sheet2,CM25,**[MCH]結果値_2,MCH,結果値_2,ＭＣＨ
Sheet2,CP25,**[MCH]HL_3,MCH,HL_3,ＭＣＨ
Sheet2,CQ25,**[MCH]結果値_3,MCH,結果値_3,ＭＣＨ
Sheet2,DF25,**[FT4]基単,FT4,基単,ＦＴ４
Sheet2,DM25,**[FT4]HL_1,FT4,HL_1,ＦＴ４
Sheet2,DN25,**[FT4]結果値_1,FT4,結果値_1,ＦＴ４
Sheet2,DQ25,**[FT4]HL_2,FT4,HL_2,ＦＴ４
Sheet2,DR25,**[FT4]結果値_2,FT4,結果値_2,ＦＴ４
Sheet2,DU25,**[FT4]HL_3,FT4,HL_3,ＦＴ４
Sheet2,DV25,**[FT4]結果値_3,FT4,結果値_3,ＦＴ４
Sheet2,CA26,**[MCHC]基単,MCHC,基単,ＭＣＨＣ
Sheet2,CH26,**[MCHC]HL_1,MCHC,HL_1,ＭＣＨＣ
Sheet2,CI26,**[MCHC]結果値_1,MCHC,結果値_1,ＭＣＨＣ
Sheet2,CL26,**[MCHC]HL_2,MCHC,HL_2,ＭＣＨＣ
Sheet2,CM26,**[MCHC]結果値_2,MCHC,結果値_2,ＭＣＨＣ
Sheet2,CP26,**[MCHC]HL_3,MCHC,HL_3,ＭＣＨＣ
Sheet2,CQ26,**[MCHC]結果値_3,MCHC,結果値_3,ＭＣＨＣ
Sheet2,DF26,**[TSH]基単,TSH,基単,ＴＳＨ
Sheet2,DM26,**[TSH]HL_1,TSH,HL_1,ＴＳＨ
Sheet2,DN26,**[TSH]結果値_1,TSH,結果値_1,ＴＳＨ
Sheet2,DQ26,**[TSH]HL_2,TSH,HL_2,ＴＳＨ
Sheet2,DR26,**[TSH]結果値_2,TSH,結果値_2,ＴＳＨ
Sheet2,DU26,**[TSH]HL_3,TSH,HL_3,ＴＳＨ
Sheet2,DV26,**[TSH]結果値_3,TSH,結果値_3,ＴＳＨ
Sheet2,CA27,**[血小板数]基単,血小板数,基単,血小板数
Sheet2,CH27,**[血小板数]HL_1,血小板数,HL_1,血小板数
Sheet2,CI27,**[血小板数]結果値_1,血小板数,結果値_1,血小板数
Sheet2,CL27,**[血小板数]HL_2,血小板数,HL_2,血小板数
Sheet2,CM27,**[血小板数]結果値_2,血小板数,結果値_2,血小板数
Sheet2,CP27,**[血小板数]HL_3,血小板数,HL_3,血小板数
Sheet2,CQ27,**[血小板数]結果値_3,血小板数,結果値_3,血小板数
Sheet2,CV27,**[判定_ペプシノーゲン]判定_1,判定_ペプシノーゲン,判定_1,その他検査
Sheet2,DF27,**[PG判定]基単,PG判定,基単,ﾍﾟﾌﾟｼﾉｰｹﾞﾝ
Sheet2,DM27,**[PG判定]HL_1,PG判定,HL_1,ﾍﾟﾌﾟｼﾉｰｹﾞﾝ
Sheet2,DN27,**[PG判定]結果値_1,PG判定,結果値_1,ﾍﾟﾌﾟｼﾉｰｹﾞﾝ
